,count,hate_speech,offensive_language,neither,class,tweet
2686,,,,,hate_speech,"Notice how not one of these Hungarians gave one good source validating their preposterous claims , they just came here to complain and start name calling , just as stupid liberals do ."
2687,,,,,neither,The comment I made was about the fact that Everton 's nickname is the Black Watch .
2688,,,,,neither,There was nothing sectarian about my comments .
2689,,,,,neither,Few more pictures from Slovenia https : //www.stormfront.org/forum/show ... & postcount = 196 https : //www.stormfront.org/forum/show ... & postcount = 197 https : //www.stormfront.org/forum/show ... & postcount = 206 https : //www.stormfront.org/forum/show ... & postcount = 207
2690,,,,,hate_speech,"This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday ."
2691,,,,,neither,Go to the Downunder section to read up on the news on how Arabs got their asses kicked and even the police were running away in fear .
2692,,,,,neither,Some nice pictures and videos too .
2693,,,,,neither,https : //www.stormfront.org/forum/showthread.php ? t = 253531
2694,,,,,neither,"...the Jew shall have my Flesh , blood and bones and all ..."
2695,,,,,neither,"Anglo-Bank/New Central Bank HQ , Truth-Graf Protest , Wednesday 5th June , 2013 ."
2696,,,,,neither,Nationalists join the people of Ireland to attend the Rally For Life March in Dublin .
2697,,,,,neither,Nationalists Attend Rally For Life 2013 - YouTube
2698,,,,,neither,Wait there is going to be anti-white people in Euro 2012 ?
2699,,,,,neither,So there white and there against racism or they like monorities against whites ?
2700,,,,,neither,"You do n't need to understand , he did n't say anything important , every second word is Jesus Christ or something about Orthodox Christianity ."
2703,,,,,neither,https : //www.stormfront.org/forum/t795949-2/#post9151222
2704,,,,,hate_speech,Yeah I think they 'd be much better off back home .
2705,,,,,neither,"Especially I think it 's bad when they bring their children with them to the West , cause in many cases they grow up brainwashed with multicultural and degenerate propaganda like the locals ."
2706,,,,,neither,Thanks to everyone who listened to the radio show last night and apologies for the delay ( it was blocked by ubroadcast for a time ) .
2707,,,,,neither,"Anyone who want to listen to the broadcast can do so here > > > http://www.drmireland.com/audio.php There 's another broadcast on the 24th , see this message from Michael Quinn : ------------------------------------------ `` Freedom Of ﻿ Speech '' Has PREVAILED !"
2708,,,,,neither,"DRM Radio will be broadcasting it 's second show , live this coming Thursday the 23rd Dec , 8pm to 10pm on http://drmradio.ubroadcast.com/ Listeners to the show are welcome to send us material they would like to have read on-air during any of our live broadcasts ."
2709,,,,,neither,You can send it to us at drmradio@ymail.com.
2710,,,,,neither,"Or call us on 085 2455043 between 9am to 10pm , Mon to Sat. Thank you , Michael Quinn ."
2711,,,,,neither,------------------------------------------ John
2712,,,,,hate_speech,"They are beating each other to death everywhere , just look what they do to each other in Africa ."
2713,,,,,hate_speech,We should just isolate them so those mutated monkeys can completely whipe each other out .
2714,,,,,neither,"Hey, I 'm looking to meet new people maybe find myself a nice white boy ."
2715,,,,,neither,I 'm 20 and in Vancouver .
2716,,,,,neither,I just moved back here from sask. And do n't know many people .
2717,,,,,neither,"I told my daughter if I saw one photo like that on her Facebook page , I 'd let her brother hack her account , then photoshop it at will ."
2718,,,,,neither,"where can i get more info on PU , like how big it is and stuff ? also want to get some better info on `` natiocracy '' and `` social nationalism ''"
2719,,,,,neither,we all want the females that are smart and look like top model but imporant is to ask ourselves : do we deserve ?
2720,,,,,neither,"Well I talk to her because no one else writes here except her and me , you only write here when she says something stupid , if I did n't write to her this place would just die off ."
2721,,,,,neither,"I proved that fyromanians are blind people and if I show them picture of beautiful white bulgarian girl and not told them that she is bulgarian they will see at her as a white european which is it , instead of calling her `` tatar '' or `` mongol '' which is not ."
2722,,,,,neither,Oh... and I was going to use this idea next time I met a girl .
2723,,,,,neither,Note to self : lose the wombat .
2724,,,,,neither,Maybe try a badger instead ?
2725,,,,,neither,Finding ourselves having to live here in annexed Aztlan is all the more reason to band together .
2726,,,,,neither,"Behind every avatar is an actual person , and we can even meet ."
2727,,,,,neither,I 've seen it happen .
2728,,,,,neither,Brother You remind Me of a Young Meatloaf !
2729,,,,,neither,Awesome band back in the day !
2730,,,,,neither,Hell of a show as well !
2731,,,,,neither,White Power Brother !
2732,,,,,neither,I'll put money on it Amy this is the photo the females hate you are a stunning girl do n't let no1 drag you down .
2733,,,,,neither,You changed your name .
2734,,,,,neither,I knew I had never seen that name on here before and you have so many post then I clicked on your profile and saw it was you Lyn .
2735,,,,,neither,"Well for all of my friends down there , we all got thrown out of the big local bar in this little town and it 's all my fault hahahahahaha I do n't think we 'll be welcome back for a LONG time ."
2736,,,,,neither,"I swear , you ca n't take us anywhere ....."
2737,,,,,neither,Ok Ignore the one pic. that is n't so good ....
2738,,,,,neither,What color hair looks best ? the one in the middle is the natural color ... but i like to color it because in the summer it turns a weird color that isnt very pretty ...
2739,,,,,neither,To me and the rest of my commrades on this wonderfull White Day !!! I hope you have loads of fun and be safe !!!!
2740,,,,,neither,"Ok here 's mine , not a very good picture of me but it 's the only one i have at the moment ."
2741,,,,,neither,I want to thank you for responding to my thread .
2742,,,,,neither,And the general idea is to pick anyone on the site thats logged in to say hello .
2743,,,,,neither,Oh and by the way WECOME TO STROMFRONT 100 % WHITE POWER WAR SKINS 2508
2744,,,,,neither,Looking for a white girl in Virginia ( of all places ) around 21-25 .
2745,,,,,neither,"I am 24 , like to hang out in my local bar have few ones and place music as much as i can ."
2746,,,,,neither,I am 6 ' 0 around 160lbs 100 % Hungarian. anyone out there ???? 16
2747,,,,,neither,And you get credit for that ?
2748,,,,,neither,That 's like the class where you get credit for learning how to sleep .
2749,,,,,neither,No wonder this country is in trouble
2750,,,,,neither,"HELLO, Angel , just wanted to say hi i live in cal but e mail me if you want to . white on sister 9"
2751,,,,,neither,"This past long weekend Aug 6th , 2007 , my buddy and I trailered his boat to the desert town of Osoyoos , British Columbia ."
2752,,,,,neither,This is got to be one of the few places in the world where you can drive 4-5 hours and go from rain forests to desert .
2753,,,,,neither,The green strip is a well watered vineyard : Much of this lake is very shallow .
2754,,,,,neither,You could be 500 feet offshore and still only be knee deep in water .
2755,,,,,neither,But there are places that go as deep as 150 feet .
2756,,,,,neither,The owner of that little white boat on the right claims he 's had it up to 119 mph. Hmm .
2757,,,,,neither,A 750 lb boat with a 280 hp motor .
2758,,,,,neither,Guess it could be .
2759,,,,,neither,My buddy 's boat is anchored beside it .
2760,,,,,neither,This was taken Monday morning .
2761,,,,,neither,It was alot busier Saturday and Sunday .
2762,,,,,neither,"Being the asocial person I am , I preferred fewer people ."
2763,,,,,neither,Monday afternoon .
